Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
2109;21100928822;"Spermova";journal;"22239375, 23084928";0,115;Q4;2;0;58;0;8;58;0,14;0,00;0,00;0;0;Peru;Latin America;"Asociacion Peruana de Reprouduccion Animal";"2019-2022";"Animal Science and Zoology (Q4); Developmental Biology (Q4); Veterinary (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Veterinary"
2110;21100818513;"Journal of Integrated OMICS";journal;"21820287";0,114;Q4;13;2;21;44;8;19;0,50;22,00;0,00;0;0;Portugal;Western Europe;"Proteomass Scientific Society";"2011-2022";"Biochemistry (Q4); Genetics (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
2111;21100875070;"RSC Soft Matter";book series;"20487681, 2048769X";0,114;Q4;11;0;82;0;27;22;0,41;0,00;0,00;0;0;United Kingdom;Western Europe;"Royal Society of Chemistry";"2014-2021";"Biochemistry (Q4); Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry"
2112;13207;"Voprosy Onkologii";journal;"05073758";0,114;Q4;13;112;309;3279;56;309;0,21;29,28;51,42;0;94;Russian Federation;Eastern Europe;"";"1955-2023";"Cancer Research (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2113;19700182145;"Biologie Aujourd'hui";journal;"21050686, 21050678";0,113;Q4;24;35;48;425;7;45;0,13;12,14;53,57;0;8;France;Western Europe;"EDP Sciences";"2010-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology"
2114;21101074754;"International Journal of Chemical and Biochemical Sciences";journal;"22269614";0,113;Q4;7;197;119;5641;29;119;0,24;28,63;44,72;0;86;United States;Northern America;"International Scientific Organization";"2019-2023";"Biochemistry (Q4); Chemistry (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
2115;21101083192;"Chinese Journal of Biochemistry and Molecular Biology";journal;"10077626";0,112;Q4;4;173;384;8477;71;383;0,17;49,00;41,07;0;78;China;Asiatic Region;"";"2019-2022";"Biochemistry (Q4); Biotechnology (Q4); Cancer Research (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
2116;21100983354;"Chinese Journal of Laboratory Medicine";journal;"10099158";0,112;Q4;6;120;623;3555;76;617;0,12;29,63;43,68;0;57;China;Asiatic Region;"Chinese Medical Journals Publishing House Co.Ltd";"2019-2023";"Biochemistry (medical) (Q4); Clinical Biochemistry (Q4); Medical Laboratory Technology (Q4); Pathology and Forensic Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
2117;21101039877;"Journal of Caffeine and Adenosine Research";journal;"25733400, 25733397";0,112;Q4;1;0;8;0;1;5;0,13;0,00;0,00;0;0;United States;Northern America;"Mary Ann Liebert Inc.";"2021";"Biochemistry (Q4); Food Science (Q4); Pharmacology (Q4); Physiology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
2118;96239;"Resource: Engineering and Technology for Sustainable World";trade journal;"10763333";0,112;Q4;10;0;68;0;14;64;0,26;0,00;0,00;0;0;United States;Northern America;"American Society of Agricultural and Biological Engineers";"1994-1997, 2001-2022";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biotechnology (Q4); Engineering (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Engineering"
2119;13775;"BioSpektrum";journal;"09470867, 18686249";0,111;Q4;5;148;386;1207;23;289;0,06;8,16;43,16;0;28;Germany;Western Europe;"Elsevier GmbH";"2004-2023";"Biotechnology (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
2120;21101021457;"Frontiers in Natural Product Chemistry";book series;"15740897, 22123997";0,111;Q4;3;1;36;0;6;5;0,19;0,00;0,00;0;0;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2019-2023";"Analytical Chemistry (Q4); Biochemistry (Q4); Organic Chemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
2121;21100332451;"Genes and Cells";journal;"23131829";0,111;Q4;8;50;121;1539;35;120;0,24;30,78;53,89;0;7;Russian Federation;Eastern Europe;"Human Stem Cells Institute OJSC (HSCI)";"2014-2023";"Biomedical Engineering (Q4); Biotechnology (Q4); Cell Biology (Q4); Molecular Biology (Q4); Surgery (Q4); Transplantation (Q4)";"Biochemistry, Genetics and Molecular Biology; Engineering; Medicine"
2122;6400153147;"Journal of Molecular Signaling";journal;"17502187";0,111;Q4;35;0;3;0;0;3;0,00;0,00;0,00;0;0;United Kingdom;Western Europe;"Ubiquity Press";"2006-2018, 2020-2022";"Biochemistry (Q4); Cell Biology (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
2123;24115;"National Toxicology Program technical report series";journal;"08888051";0,111;Q4;22;2;5;185;1;5;0,00;92,50;0,00;0;0;United States;Northern America;"U.S. Public Health Service";"2000-2013, 2017-2021, 2023";"Cancer Research (Q4); Health, Toxicology and Mutagenesis (Q4); Oncology (Q4); Pharmacology (Q4); Toxicology (Q4)";"Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
2124;21101108653;"NTP Developmental and Reproductive Toxicity Technical Report Series";book series;"26902052";0,111;Q4;1;0;11;0;0;3;0,00;0,00;0,00;0;0;United States;Northern America;"United States National Toxicology Program";"2020, 2022";"Developmental Biology (Q4); Pharmacology (Q4); Toxicology (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
2125;21101138045;"NTP Technical Report on the Toxicology and Carcinogenesis Studies Series";book series;"23788925, 23788917";0,111;Q4;9;2;3;348;0;3;0,00;174,00;63,24;0;2;United States;Northern America;"United States National Toxicology Program";"1995-2021, 2023";"Cancer Research (Q4); Health, Toxicology and Mutagenesis (Q4); Oncology (Q4); Toxicology (Q4)";"Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
2126;19700174910;"Journal of Shanghai Jiaotong University (Medical Science)";journal;"16748115";0,110;Q4;9;197;775;6714;83;775;0,11;34,08;51,19;0;105;China;Asiatic Region;"Editorial Department of Journal of Shanghai Second Medical University";"2009-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2127;26154;"Journal of the Japan Diabetes Society";journal;"0021437X";0,110;Q4;15;76;201;1492;8;190;0,03;19,63;37,01;0;66;Japan;Asiatic Region;"Japan Diabetes Society";"1959, 1961, 1963-2023";"Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Internal Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2128;21101093583;"NTP Technical Report on the Toxicity Studies Series";book series;"23788984, 23788992";0,110;Q4;6;2;10;191;2;9;0,14;95,50;50,00;0;1;United States;Northern America;"United States National Toxicology Program";"1994-2000, 2002, 2004, 2006-2007, 2011, 2015-2023";"Cancer Research (Q4); Health, Toxicology and Mutagenesis (Q4); Oncology (Q4); Toxicology (Q4)";"Biochemistry, Genetics and Molecular Biology; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
2129;21101037288;"Cancer Research on Prevention and Treatment";journal;"10008578";0,109;Q4;4;156;494;5009;56;493;0,13;32,11;44,71;0;139;China;Asiatic Region;"CHINA RESEARCH ON PREVENTION AND TREATMENT";"2019-2023";"Cancer Research (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2130;29953;"Journal of Experimental Therapeutics and Oncology";journal;"13594117, 1533869X";0,108;Q4;40;0;5;0;0;4;0,00;0,00;0,00;0;0;United States;Northern America;"Old City Publishing";"1996, 2002-2020";"Cancer Research (Q4); Drug Discovery (Q4); Pharmacology (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
2131;19700175062;"Journal of Practical Oncology";journal;"10011692";0,107;Q4;4;46;191;1218;16;191;0,10;26,48;44,55;0;43;China;Asiatic Region;"Journal of Practical Oncology, Editorial Board";"2009-2023";"Cancer Research (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2132;14854;"Biologicheskie Membrany";journal;"02334755";0,106;Q4;11;45;127;1989;11;127;0,08;44,20;57,45;0;6;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1996-2022";"Cell Biology (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
2133;20065;"BioPharm International";trade journal;"1542166X, 19391862";0,106;Q4;32;112;274;423;17;89;0,06;3,78;35,85;0;9;United States;Northern America;"Advanstar Communications Inc.";"2002-2023";"Biotechnology (Q4); Pharmaceutical Science (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
2134;19700174892;"Chinese Journal of Cancer Biotherapy";journal;"1007385X";0,106;Q4;5;0;332;0;27;332;0,10;0,00;0,00;0;0;China;Asiatic Region;"";"2008-2011, 2013-2016, 2018-2022";"Cancer Research (Q4); Molecular Medicine (Q4); Pharmacology (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
2135;13234;"Chinese Journal of Clinical Oncology";journal;"10008179";0,106;Q4;11;184;596;4869;47;585;0,07;26,46;32,44;0;159;China;Asiatic Region;"China Anti-Cancer Association";"1986-1999, 2005-2021";"Cancer Research (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2136;19700201695;"Vascular Cell";journal;"2045824X";0,106;Q4;37;1;8;62;1;8;0,00;62,00;0,00;0;0;United Kingdom;Western Europe;"BioMed Central Ltd";"2011-2021, 2023";"Cell Biology (Q4); Computer Networks and Communications (Q4); Developmental Neuroscience (Q4); Neurology (Q4)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Neuroscience"
2137;14967;"Asian Biotechnology and Development Review";journal;"09727566";0,105;Q4;11;10;37;220;3;29;0,07;22,00;54,55;0;4;India;Asiatic Region;"RIS";"2003-2023";"Applied Microbiology and Biotechnology (Q4); Biotechnology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
2138;21100244204;"Cancer Research and Clinic";journal;"10069801";0,105;Q4;5;205;589;4377;25;587;0,05;21,35;45,38;0;175;China;Asiatic Region;"Chinese Medical Journals Publishing House Co.Ltd";"2013-2023";"Cancer Research (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2139;23408;"Chemistry and Industry (London)";trade journal;"00093068, 20476329";0,105;Q4;29;56;138;0;2;7;0,03;0,00;0,00;0;1;United States;Northern America;"Wiley-Blackwell";"1965-1971, 1973-2023";"Biotechnology (Q4); Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry"
2140;19700174885;"Chinese Journal of Biologicals";journal;"10045503";0,105;Q4;7;0;459;0;41;459;0,11;0,00;0,00;0;0;China;Asiatic Region;"Changchun Institute of Biological Products";"2007-2022";"Applied Microbiology and Biotechnology (Q4); Biochemistry (Q4); Biotechnology (Q4); Immunology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
2141;21100278305;"Gaceta Mexicana de Oncologia";journal;"16659201";0,105;Q4;7;56;143;1473;20;132;0,18;26,30;43,28;0;38;Spain;Western Europe;"Elsevier Espana";"2009-2023";"Cancer Research (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2142;17088;"Lekar a Technika";journal;"03015491";0,105;Q4;7;1;44;8;4;44;0,00;8,00;0,00;0;0;Czech Republic;Eastern Europe;"Czech Medical Association J.E. Purkyne";"1977-1991, 1996-2004, 2007, 2010, 2013-2022";"Biophysics (Q4)";"Biochemistry, Genetics and Molecular Biology"
2143;19700201445;"Forum on Immunopathological Diseases and Therapeutics";journal;"21518025, 21518017";0,104;Q4;14;0;9;0;0;9;0,00;0,00;0,00;0;0;United States;Northern America;"Begell House Inc.";"2010-2016, 2021";"Biochemistry (Q4); Biotechnology (Q4); Genetics (Q4); Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology"
2144;19700174884;"Tumor";journal;"10007431";0,104;Q4;9;0;210;0;14;208;0,08;0,00;0,00;0;0;China;Asiatic Region;"Shanghai Jiaotong University";"2007-2022";"Cancer Research (Q4); Epidemiology (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2145;26011;"Diabetologie Metabolismus Endokrinologie Vyziva";journal;"12126853, 12119326";0,103;Q4;6;20;75;543;4;64;0,06;27,15;42,86;0;15;Czech Republic;Eastern Europe;"TIGIS Spol. s.r.o.";"2001-2023";"Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Internal Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2146;19800188012;"Journal of Morphological Sciences";journal;"21770298";0,103;Q4;16;43;154;1050;11;151;0,07;24,42;36,67;0;3;Brazil;Latin America;"Brazilian Society of Anatomy";"2010-2023";"Anatomy (Q4); Cell Biology (Q4); Histology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2147;21100240200;"Onkologie (Czech Republic)";journal;"18024475, 18035345";0,103;Q4;4;67;241;1373;9;226;0,05;20,49;47,15;0;56;Czech Republic;Eastern Europe;"SOLEN s.r.o.";"2011-2023";"Cancer Research (Q4); Medicine (miscellaneous) (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2148;21100248935;"Translational Research in Biomedicine";journal;"1662405X, 16624068";0,103;Q4;5;0;13;0;0;11;0,00;0,00;0,00;0;0;Switzerland;Western Europe;"S. Karger AG";"2013, 2015-2016, 2018-2019, 2022";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology"
2149;21101170211;"European Journal of Musculoskeletal Diseases";journal;"20384106";0,102;Q4;2;33;63;1214;37;53;0,88;36,79;36,00;0;4;Italy;Western Europe;"Biolife s.a.s.";"2019-2022";"Biochemistry (Q4); Immunology (Q4); Internal Medicine (Q4); Molecular Biology (Q4); Orthopedics and Sports Medicine (Q4); Rheumatology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
2150;18290;"Japanese Journal of Clinical Chemistry";journal;"03705633";0,102;Q4;5;0;39;0;1;34;0,00;0,00;0,00;0;0;Japan;Asiatic Region;"Japanese Journal of Clinical Chemistry";"1971-2021";"Clinical Biochemistry (Q4)";"Biochemistry, Genetics and Molecular Biology"
2151;15543;"Biotecnologia Aplicada";journal;"10272852, 08644551";0,101;Q4;17;1;32;54;1;32;0,05;54,00;100,00;0;0;Cuba;Latin America;"Elfos Scientiae";"1990-1992, 1998-2022";"Applied Microbiology and Biotechnology (Q4); Biotechnology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
2152;21100200607;"Ernahrung";journal;"02501554";0,101;Q4;3;54;71;22;0;34;0,00;0,41;44,44;0;3;Austria;Western Europe;"Fachzeitschriftenverlagsges. m. b. H";"2011-2013, 2017-2019, 2021-2023";"Biotechnology (Q4); Food Science (Q4); Industrial and Manufacturing Engineering (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Engineering; Nursing"
2153;11200153517;"Journal of Leukemia and Lymphoma";journal;"10099921";0,101;Q4;5;184;508;3819;8;507;0,02;20,76;43,91;0;140;China;Asiatic Region;"Chinese Medical Journals Publishing House Co.Ltd";"2008-2023";"Cancer Research (Q4); Hematology (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2154;19700169102;"Journal of Stem Cells";journal;"15568539";0,101;Q4;21;0;32;0;0;31;0,00;0,00;0,00;0;0;United States;Northern America;"Nova Science Publishers, Inc.";"2006-2022";"Cell Biology (Q4); Genetics (Q4); Molecular Medicine (Q4); Transplantation (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2155;24005;"Physiologist";trade journal;"00319376";0,101;Q4;7;27;91;0;0;33;0,00;0,00;80,00;0;0;United States;Northern America;"American Physiological Society";"1962-2023";"Physiology (Q4); Physiology (medical) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2156;14341;"Seikagaku. The Journal of Japanese Biochemical Society";journal;"21890544, 00371017";0,101;Q4;8;36;255;855;2;252;0,01;23,75;16,95;0;6;Japan;Asiatic Region;"Japanese Biochemical Society";"1962, 1964-2018, 2020-2022";"Biochemistry (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2157;28631;"Biophotonics International";trade journal;"10818693";0,100;Q4;11;34;106;118;0;105;0,00;3,47;40,00;0;7;United States;Northern America;"Laurin Publishing Co. Inc.";"1995-2011, 2013-2014, 2018-2023";"Biotechnology (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2158;21101093600;"Medecine de la Reproduction";journal;"2650698X, 26508427";0,100;Q4;5;46;150;1431;3;142;0,00;31,11;57,85;0;13;France;Western Europe;"John Libbey Eurotext";"2018-2023";"Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2159;20376;"Seibutsu-kogaku Kaishi";journal;"09193758, 24358630";0,100;Q4;11;67;85;667;0;62;0,00;9,96;16,67;0;2;Japan;Asiatic Region;"Society for Biotechnology, Japan";"1996-2023";"Applied Microbiology and Biotechnology (Q4); Biotechnology (Q4); Food Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
2160;12519;"Advances in Anatomy Embryology and Cell Biology";journal;"03015556";;-;42;19;34;793;59;0;1,70;41,74;42,86;0;2;Germany;Western Europe;"Springer Verlag";"1973-2022";"Anatomy; Cell Biology; Developmental Biology; Embryology; Medicine (miscellaneous)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2161;28690;"Advances in Cancer Research";journal;"21625557, 0065230X";;-;109;39;116;6199;759;0;6,60;158,95;55,56;0;37;United States;Northern America;"Academic Press Inc.";"1953-1956, 1958, 1961-1965, 1967-2023";"Cancer Research; Oncology";"Biochemistry, Genetics and Molecular Biology; Medicine"
